gene,mean_D02,mean_Sham,effect_D02_vs_Sham,log2fc_proxy_D02_vs_Sham,pvalue_D02_vs_Sham
Tmsb4x,8.151992458873417,2.2249285095380507,5.927063949335366,1.8733932647117446,0.0011789636793719355
Igfbp7,6.4960073849054885,1.453065619190476,5.042941765715012,2.1604526465548797,0.008617842804245065
Ly6a,6.753810330231907,2.1834729887986026,4.570337341433305,1.6290765330438446,0.008332937326468465
Ctla2a,4.136150311670031,0.4779164653645989,3.658233846305432,3.1134555677678732,0.005249391108859434
Sparc,4.324855387320036,0.8311546388711569,3.493700748448879,2.379461666221246,0.02155544654867274
mt-Rnr2,22.57306186636243,19.394774243697597,3.1782876226648327,0.21893412916717797,0.65660395388641
Actb,4.92059638494914,1.761816840527618,3.158779544421522,1.4817687090057623,0.030026819411001954
Rplp1,3.1517662303336054,0.7591920397731838,2.3925741905604214,2.053622319355567,0.006897874854726104
Fth1,3.664282556407898,1.3078993935164689,2.3563831628914294,1.4862784761600412,0.0020233969393476455
Malat1,5.356480047054724,3.006138698221834,2.35034134883289,0.8333734756898638,0.13605530128007975
Ly6c1,5.853537965629281,3.7178939690655315,2.1356439965637493,0.6548231066411171,0.12342067655749786
Rps2,2.2134000560509137,0.2691026856451307,1.944297370405783,3.0400308278175863,0.022292544858395973
Ifitm3,2.267543646451536,0.545412468262745,1.7221311781887911,2.0557087254951543,0.004426878537528906
Hsp90ab1,2.91125790962183,1.2625125049963353,1.6487454046254946,1.205344329339901,0.06869337475252067
Rpl41,2.3901944470238514,0.7833140329901908,1.6068804140336606,1.6094640414193153,0.001744738650809639
Rpl32,1.939307552611352,0.4160760129371745,1.5232315396741773,2.2206198699715385,0.0011461000422510572
Vim,1.8733828296350858,0.36595793996871523,1.5074248896663707,2.3558928229761467,0.0122636349356928
Calm1,3.666962178418069,2.1887615910906173,1.4782005873274517,0.7444703014500444,0.07841248556778119
Rpl13,2.010564787055428,0.6410469847868958,1.3695178022685321,1.6490972858554849,0.014788919722356318
Rps14,2.4650333651439102,1.108772060027528,1.3562613051163823,1.1526436497087722,0.005326016506977155
Rps8,1.7911504367867421,0.45946724431958286,1.3316831924671593,1.9628502585928038,0.052969605927007
Rps3,1.8569746684517419,0.5821621705180063,1.2748124979337354,1.673459434065352,0.010586615048066782
Ybx1,1.8750880945444979,0.6639657513406672,1.2111223432038307,1.4977762422502225,0.02572855510148277
Rps19,1.8966595939456783,0.7010554206503227,1.1956041732953557,1.435859071246822,0.0009789189193238463
B2m,2.225297340600594,1.0358825450126317,1.1894147955879621,1.1031369448043864,0.021049036534496614
Rplp0,1.43285466652363,0.24501500948968255,1.1878396570339473,2.5479453683491915,0.003720656505123533
Tmem252,1.4715632763257926,0.29158157883902747,1.1799816974867652,2.3353741282362073,0.0009010958741853051
Rps12,1.5904952982490788,0.44537158387067555,1.1451237143784032,1.8363923571991032,0.06651832560547112
Eef1a1,1.7177936583627962,0.6177599622674385,1.1000336960953576,1.4754369782389405,0.022715015550901444
Tm4sf1,1.42194272626162,0.35531072093964505,1.0666320053219749,2.000707185258704,0.0037309255148624152
Mgp,1.5703906248193888,0.5050854592982496,1.0653051655211394,1.636522113136357,0.002116510226489134
Rps9,1.49020294625179,0.4253849719117901,1.06481797434,1.8086654254967358,0.025176240409927983
Ly6e,2.4061691077031546,1.3522093418690442,1.0539597658341104,0.831419053336532,0.10869224183353453
Ftl1,1.4622487258905026,0.45093874215607377,1.0113099837344288,1.6971831505530133,0.011466901426878095
Rps24,1.664297195292907,0.6550122609109552,1.0092849343819519,1.3453179271087043,0.010408644190137248
Rps18,1.3645910359046194,0.3610955822246851,1.0034954536799343,1.9180130311417078,0.002993079301977583
Rpl14,1.523033457123567,0.5572088644940602,0.9658245926295069,1.4506558778731737,0.010714610510800792
Rps27a,1.4015072420025159,0.4366606489508927,0.9648465930516232,1.6823924956029417,0.03022825248865417
Rps5,1.4483169892554586,0.4890217138471768,0.9592952754082817,1.5664050105733403,0.00783453480996023
mt-Nd1,1.7229927740888964,0.7832217227964898,0.9397710512924066,1.1374229624826955,0.002365640348235351
Rps26,1.2627975127970008,0.3536065907171935,0.9091909220798073,1.8364033169097924,0.01565920438369634
Rps11,1.248214462288179,0.34243135996826113,0.9057831023199179,1.865976039882597,0.005071722036484765
Rps16,1.3046167185227713,0.40403315160571074,0.9005835669170605,1.6910779783191123,0.006804174675674241
Hsp90b1,1.3354270010502947,0.4397273564899426,0.895699644560352,1.6026177210260346,0.05581463721332382
Rps21,1.435318684016441,0.5437798928803238,0.8915387911361171,1.400274734775955,0.024408117623848605
Rpl26,1.4503518606143726,0.559864422162311,0.8904874384520616,1.373251954811656,0.005981214275568931
Egfl7,1.5133544501243035,0.6734146151834852,0.8399398349408183,1.1681818011539333,0.016950794131199612
Ppia,1.2322020292468407,0.3923354449671372,0.8398665842797035,1.651076725725373,0.0384699847194041
Rps15a,1.2712359757511231,0.43161526818329166,0.8396207075678315,1.5584118452324585,0.002876176321111613
mt-Cytb,2.2550746429025352,1.4167648741565853,0.83830976874595,0.6705744599700051,0.02925138472558311
Fkbp1a,0.9775275157786228,0.14008967363190694,0.8374378421467159,2.8027778750466017,0.0014693566254318695
Rpl4,1.2444453328146374,0.42670296827261217,0.8177423645420252,1.5441965824031683,0.03688233300693471
Pabpc1,1.1008907398946408,0.299822834687631,0.8010679052070098,1.8764856224058888,0.13908297775444975
Rpl8,1.217941176407892,0.4218346977775514,0.7961064786303407,1.5296925475615948,0.00893617891448039
Rpsa,0.9406659639698068,0.14461616279482134,0.7960498011749855,2.7014452602681303,0.03663008734500695
Rplp2,1.2093740236021129,0.41567098114764384,0.7937030424544691,1.5407442795940964,0.014599583589908302
Rpl34,1.3002191245417034,0.5111090582756613,0.7891100662660421,1.3470500012542341,0.0014721866065111142
Rps15,1.2837915509249627,0.5003272050658405,0.7834643458591222,1.3594654060693727,0.04417231881520182
Rps7,1.0811214504049773,0.31865494647008913,0.7624665039348881,1.7624584468831503,0.010934002039097866
Rpl9,1.1076300799807515,0.3524147441697398,0.7552153358110116,1.6521271580195693,0.049293585661690155
Tpm3,1.2392106743704525,0.4915028407410611,0.7477078336293914,1.3341480453282102,0.017032884883442966
Rps17,1.0473633849117985,0.3024166929805859,0.7449466919312127,1.7921490004560192,0.024841999719302794
Rps20,1.133782433927367,0.403063962009623,0.730718471917744,1.492060812873485,0.013393031267926932
Anxa2,0.9521195688441273,0.22335169831551274,0.7287678705286146,2.0918205924361737,0.004560706129260641
Rps25,1.1395055425925105,0.4164353067349127,0.7230702358575978,1.4522414483228707,0.003904851917047685
Cd200,1.035134405188702,0.31788748437797926,0.7172469208107226,1.7032268373889126,0.0007027101698781296
Rpl23a,0.9891014549452498,0.28212182435899824,0.7069796305862516,1.8097965806355065,0.05651817946514249
Rpl10,0.8601750621411836,0.16268802051565276,0.6974870416255308,2.4025150927150642,0.02884960491417026
Hspa5,0.9180309605448121,0.22069957122407058,0.6973313893207416,2.0564540171311827,0.01214424103366273
Rpl11,0.9671954530417658,0.2741531428314675,0.6930423102102983,1.8188216790344285,0.049651007158645684
Rpl17,0.9739740833196586,0.28161682226374163,0.692357261055917,1.7901462268598411,0.0224717487067457
S100a11,0.8255150073191372,0.13777461843646746,0.6877403888826698,2.58297558720973,0.00684520303586225
Rps3a1,1.131162073758161,0.446376948921368,0.6847851248367929,1.3414692651052713,0.024678985997363727
Glul,1.1469875669401464,0.4628448203266123,0.6841427466135341,1.3092474117516137,0.03463216842274011
Edn1,0.9060979065075851,0.22477617826351934,0.6813217282440658,2.0111729728210572,0.0011768862485557906
Rpl7a,0.8218318574885661,0.16315270776023055,0.6586791497283355,2.332613237816229,0.025550063789094263
H2-D1,1.3263892571391,0.6746471023711215,0.6517421547679786,0.9752982236098245,0.025642093745801592
Rpl6,0.8706362790414063,0.21911604068407628,0.65152023835733,1.9903701081537442,0.02784190448010106
Rpl12,0.751138666405107,0.10289955466267313,0.6482391117424339,2.8678304276478293,0.042161658441595216
Lrg1,0.7043010156002338,0.06571260586691996,0.6385884097333139,3.4219301978682672,0.00145347153754262
Rpl3,0.9219174730822515,0.2917773235360365,0.6301401495462149,1.6597664679892559,0.025554329662214912
Ece1,0.9814732725308454,0.3708382103676442,0.6106350621632012,1.404156656540204,0.005822032505413418
Rpl37a,1.1420267254139789,0.5317669094248119,0.610259815989167,1.102729053268016,0.0041235032465893155
Rps23,1.0084611812705362,0.39911294178469375,0.6093482394858425,1.3372844010661873,0.02816586066206434
Calr,0.8334570585861634,0.23769745140047327,0.5957596071856901,1.8099770973121216,0.05992095293083174
Rpl19,0.8267198365425663,0.2324079456379593,0.594311890904607,1.8307346482165738,0.054565052127932924
Rpl7,0.8773811006423266,0.2848800403880469,0.5925010602542797,1.6228456648660878,0.030219700107902415
Rps6,0.8942698392653661,0.3018464035711889,0.5924234356941771,1.5668924414106629,0.03347162509929479
Rpl31,0.9085980080474751,0.3191906543576255,0.5894073536898496,1.509220799260291,0.05675001931738683
Rpl27a,0.9953095190650941,0.40619795861348434,0.5891115604516097,1.292960149958116,0.0496538439733054
Itgb1,0.8766781807576912,0.29531384853647225,0.581364332221219,1.5697950899530877,0.016298288924924045
Rps13,0.8587458779309768,0.2842724090296,0.5744734689013768,1.5949537934120144,0.01648114973878661
Gpx1,0.8823604831419963,0.3136016502535938,0.5687588328884026,1.4924320640467084,0.00614953674141703
Rps4x,0.9650161371764276,0.4025907693004127,0.5624253678760149,1.261236884891125,0.0316635679382936
Esam,0.978323070080109,0.41915841229990164,0.5591646577802074,1.2228134116436726,0.029183658752622174
Ecscr,0.6395744925625275,0.0835054846667775,0.55606900789575,2.9371545192474664,0.0001249452601529624
Tmsb10,0.991231905230622,0.4356980735329752,0.5555338316976468,1.1858920348398116,0.005458523773284085
mt-Rnr1,4.955842559335532,4.405694319327345,0.5501482400081876,0.16976091943674804,0.7466281224737594
Rpl27,0.7860377830453051,0.2359971847007952,0.5500405983445099,1.7358247342022377,0.011506300074107391
Ubb,1.2879124296620756,0.7394235241632114,0.5484889054988642,0.8005608236847551,0.04346320113555533
Myl12a,1.0214121252382231,0.4770845323898447,0.5443275928483784,1.0982466606286034,0.010146656340744038
Hspa8,0.9755322426017141,0.4396801334991722,0.5358521091025419,1.1497334068923488,0.017574027295200058
Mt2,0.7021290517023852,0.16944956472052683,0.5326794869818583,2.0508738329416887,0.13067475101703274
Rack1,0.7535144823183588,0.22160595559581275,0.5319085267225461,1.7656339907820333,0.020701406102987308
Rpl39,0.8025243765769502,0.2750798447055227,0.5274445318714275,1.5446913314023065,0.007766281667435708
Ndufa4,0.7800183602428674,0.25611748404589957,0.5239008761969679,1.6066985565580136,0.003173541259025297
Msn,0.7194411405265047,0.19591727084314328,0.5235238696833614,1.8766267202369311,0.011528899153762909
Rpl35a,0.9606290476565755,0.4388734351280992,0.5217556125284764,1.1301727012778862,0.0021958313462609753
Rpl18a,0.9590713774147117,0.43820204049756906,0.5208693369171427,1.1300401992767446,0.06645513391265429
Prdx1,0.7546552838399607,0.24041878169987427,0.5142365021400864,1.65026409772429,0.012344328841835575
Rpl23,0.8347444292701809,0.3305286632003106,0.5042157660698703,1.3365565372878987,0.07513268250256759
Tpm4,0.8586881814636399,0.36232617123260674,0.49636201023103316,1.244843016707126,0.003985615987027344
Rps29,1.0279363322951554,0.5358687344040424,0.492067597891113,0.9397980730774267,0.10668099569537047
Ncl,0.6980632767875719,0.2067113508002071,0.49135192598736477,1.7557352933702615,0.03691290425985098
Arpc2,0.9155140848334723,0.42585894214195613,0.48965514269151617,1.1042046259451372,0.02051438877082239
Itm2b,1.3095360346300102,0.8232826731524608,0.4862533614775494,0.6695953398405828,0.0597064212691193
Gnas,1.2028287137593143,0.7170161777611184,0.48581253599819596,0.7463528252061827,0.2314476240105493
Tpt1,0.8771683482192992,0.3939360941080338,0.4832322541112654,1.1548901282544197,0.14528623205907154
